id,title,image_url,artist,year,medium,collection,current_location,creation_location,height,width,movement
27,Venus of Urbino,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%27s%20Venere%20di%20Urbino%20%28from%20The%20History%20BLog%29.jpg,Titian,1538,oil paint,Uffizi Gallery,Uffizi Gallery,Venice,119.0,165.5,High Renaissance
28,The Return of the Dove to the Ark,http://commons.wikimedia.org/wiki/Special:FilePath/Millais%20-%20Die%20R%C3%BCckkehr%20der%20Taube%20zur%20Arche%20Noah.jpg,John Everett Millais,1851,oil paint,Ashmolean Museum,Ashmolean Museum,Unknown,88.2,54.9,Pre-Raphaelite Brotherhood
29,Officer and Laughing Girl,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20De%20Soldaat%20en%20het%20Lachende%20Meisje%20-%20Google%20Art%20Project.jpg,Johannes Vermeer,1658,oil paint,The Frick Collection,The Frick Collection,Unknown,50.5,46.0,Dutch Golden Age painting
30,Dresden Triptych,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20van%20Eyck%20-%20Triptych%20of%20Mary%20and%20Child%2C%20St.%20Michael%2C%20and%20the%20Catherine%20-%20Google%20Art%20Project.jpg,Jan van Eyck,1437,oil paint,Staatliche Kunstsammlungen Dresden,Gemäldegalerie Alte Meister,Unknown,330.0,275.0,Early Netherlandish painting
31,"The Seine at Port-Marly, Piles of Sand",http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Sisley%20-%20The%20Seine%20at%20Port-Marly%2C%20Piles%20of%20Sand%20-%201933.1177%20-%20Art%20Institute%20of%20Chicago.jpg,Alfred Sisley,1875,oil paint,Art Institute of Chicago,Art Institute of Chicago,Le Port-Marly,54.0,65.7,Impressionism
32,Fiesole Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Angelico%2C%20pala%20di%20fiesole%2C%20full.jpg,Fra Angelico,1520,panel,convent of San Domenico,convent of San Domenico,Unknown,212.0,237.0,Italian Renaissance
33,Darmstadt Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Darmstadtmadonna.jpg,Hans Holbein the Younger,1526,softwood,Würth Collection,Johanniterkirche,Basel,146.5,102.0,Northern Renaissance
34,Heller Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/HMF%20Duerer%20Gruenewald%20Harrich%20Heller-Altar%20DSC%206312.jpg,Matthias Grünewald,1500,oil paint,Städel Museum,Historical Museum Frankfurt,Unknown,189.0,138.0,German Renaissance
35,Heller Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/HMF%20Duerer%20Gruenewald%20Harrich%20Heller-Altar%20DSC%206312.jpg,Albrecht Dürer,1500,oil paint,Historical Museum Frankfurt,Historical Museum Frankfurt,Unknown,189.0,138.0,German Renaissance
36,Heller Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/HMF%20Duerer%20Gruenewald%20Harrich%20Heller-Altar%20DSC%206312.jpg,Jobst Harrich,1500,oil paint,Dominikanerkloster Frankfurt am Main,Historical Museum Frankfurt,Unknown,189.0,138.0,German Renaissance
37,Visitation,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Visitation%20avec%20Marie-Jacobie%20et%20Marie-Salom%C3%A9%20-%20Domenico%20Ghirlandaio%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%20297%20%3B%20MR%20240.jpg,Domenico Ghirlandaio,1491,panel,Department of Paintings of the Louvre,Room 710,Unknown,172.0,167.0,Italian Renaissance
38,Scipio Africanus Freeing Massiva,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Battista%20Tiepolo%20-%20Scipio%20Africanus%20Freeing%20Massiva%20-%20Walters%2037657.jpg,Giovanni Battista Tiepolo,1719,oil paint,Walters Art Museum,Walters Art Museum,Unknown,279.4,487.6,Rococo
39,The Horse Fair,http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20Bonheur%2C%20The%20Horse%20Fair%2C%201852%E2%80%9355.jpg,Rosa Bonheur,1853,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,244.5,506.7,academic art
40,Virgin and Child with Saint Anne,http://commons.wikimedia.org/wiki/Special:FilePath/Masolino%2C%20Masaccio%2C%20Virgin%20and%20Child%20with%20Saint%20Anne%2C%20c1424-25%2C%20Uffizi.jpg,Masaccio,1424,tempera,Uffizi Gallery,Uffizi Gallery,Unknown,175.0,103.0,Italian Renaissance
41,Mona Lisa,http://commons.wikimedia.org/wiki/Special:FilePath/Mona%20Lisa%2C%20by%20Leonardo%20da%20Vinci%2C%20from%20C2RMF%20natural%20color.jpg,Leonardo da Vinci,1503,oil paint,Department of Paintings of the Louvre,"Salle des États, Louvre",Florence,79.4,53.4,Italian Renaissance
42,Triptych of the Sedano family,http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20David%20Tryptique%20de%20la%20famille%20Sedano%20Bruges%201523.jpg,Gerard David,1492,panel,Department of Paintings of the Louvre,Room 817,Unknown,97.0,145.0,Early Netherlandish painting
43,Madonna of the Rabbit,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Vierge%20au%20Lapin%20%C3%A0%20la%20Loupe.jpg,Titian,1530,oil paint,Department of Paintings of the Louvre,"Salle des États, Louvre",Venice,71.0,87.0,Venetian school
44,Returning from the Plot,http://commons.wikimedia.org/wiki/Special:FilePath/Joan%20Llimona%20-%20Returning%20from%20the%20Plot%20-%20Google%20Art%20Project.jpg,Joan Llimona,1896,oil paint,Museu Nacional d'Art de Catalunya,Museu Nacional d'Art de Catalunya,Unknown,1740.0,2480.0,Catalan modernism
45,Woman with a Mirror,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20d%27une%20Femme%20%C3%A0%20sa%20Toilette%2C%20by%20Titian%2C%20from%20C2RMF%20retouched.jpg,Titian,1515,oil paint,Department of Paintings of the Louvre,"Salle des États, Louvre",Unknown,99.0,76.0,Italian Renaissance painting
46,Mademoiselle Caroline Rivière,http://commons.wikimedia.org/wiki/Special:FilePath/Mademoiselle%20Caroline%20Rivi%C3%A8re%20-%20Jean-Auguste-Dominique%20Ingres%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20MI%201447.jpg,Jean-Auguste-Dominique Ingres,1806,oil paint,Department of Paintings of the Louvre,Room 702,Unknown,100.0,70.0,Neoclassicism
47,St. Francis of Assisi Receiving the Stigmata,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Fran%C3%A7ois%20d%27Assise%20recevant%20les%20stigmates%20-%20Giotto%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%20309%20%3B%20MR%20253%20-%20detoure%20fond%20blanc.jpg,Giotto,1297,gold,Department of Paintings of the Louvre,San Francesco,Unknown,313.0,163.0,Proto-Renaissance
48,Virgin and Child with Saint Anne,http://commons.wikimedia.org/wiki/Special:FilePath/Masolino%2C%20Masaccio%2C%20Virgin%20and%20Child%20with%20Saint%20Anne%2C%20c1424-25%2C%20Uffizi.jpg,Masolino da Panicale,1424,panel,Uffizi Gallery,Uffizi Gallery,Unknown,175.0,103.0,Italian Renaissance
49,The Clubfoot,http://commons.wikimedia.org/wiki/Special:FilePath/El%20patizambo%2C%20por%20Jos%C3%A9%20de%20Ribera.jpg,Jusepe de Ribera,1642,oil paint,Department of Paintings of the Louvre,Louvre storage (depot),Unknown,164.0,93.5,Baroque
50,Diana and her Nymphs,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20Diana%20and%20her%20Nymphs%20-%20406%20-%20Mauritshuis.jpg,Johannes Vermeer,1650,oil paint,Mauritshuis,Q112457145,Unknown,97.8,104.6,Dutch Golden Age painting
51,The Geographer,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%2C%20Der%20Geograf%2C%201669.png,Johannes Vermeer,1668,oil paint,Städel Museum,Städel Museum,Unknown,51.6,45.4,Dutch Golden Age painting
52,The Crowning with Thorns,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Crowning%20with%20Thorns%20-%20WGA22806.jpg,Titian,1542,poplar panel,Department of Paintings of the Louvre,"Salle des États, Louvre",Milan,303.0,180.0,Venetian school
53,The Woman in the Waves,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Woman%20in%20the%20Waves%20MET%20DT887.jpg,Gustave Courbet,1868,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,65.4,54.0,Realism
54,Braque Triptych,http://commons.wikimedia.org/wiki/Special:FilePath/Triptyque%20de%20la%20famille%20Braque%20-%20Rogier%20van%20der%20Weyden%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%202063.jpg,Rogier van der Weyden,1452,panel,Department of Paintings of the Louvre,Room 818,Unknown,41.0,137.0,Early Netherlandish painting
55,Bathsheba at Her Bath,http://commons.wikimedia.org/wiki/Special:FilePath/Bethsab%C3%A9e%20au%20bain%20tenant%20la%20lettre%20du%20roi%20David%20-%20Rembrandt%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20MI%20957.jpg,Rembrandt,1654,oil paint,Department of Paintings of the Louvre,Room 844,Unknown,142.0,142.0,Dutch Golden Age painting
56,Liberty Leading the People,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Libert%C3%A9%20guidant%20le%20peuple%20-%20Eug%C3%A8ne%20Delacroix%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%20129%20-%20apr%C3%A8s%20restauration%202024.jpg,Eugène Delacroix,1830,oil paint,Department of Paintings of the Louvre,Room 700,Paris,260.0,325.0,Romanticism
57,An Old Man and his Grandson,http://commons.wikimedia.org/wiki/Special:FilePath/Ghirlandaio%2C%20Domenico%20-%20An%20Old%20Man%20and%20His%20Grandson%20-%20Louvre%20-%20Google%20Art%20Project.jpg,Domenico Ghirlandaio,1490,tempera,Department of Paintings of the Louvre,Room 710,Unknown,62.7,46.3,Italian Renaissance
58,The Starry Night,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Gogh%20-%20Starry%20Night%20-%20Google%20Art%20Project.jpg,Vincent van Gogh,1889,oil paint,Museum of Modern Art,Museum of Modern Art,Saint-Rémy-de-Provence,73.7,92.1,Post-impressionism
59,Madonna Diotallevi,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20Diotalevi%20by%20Raffael%20%28Gem%C3%A4ldegalerie%2C%20Berlin%29%209465.jpg,Raphael,1502,oil paint,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Perugia,72.8,52.2,High Renaissance
60,Moses Smashing the Tablets of the Law,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20Moses%20with%20the%20Ten%20Commandments%20-%20Google%20Art%20Project.jpg,Rembrandt,1659,oil paint,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,168.5,136.5,Dutch Golden Age painting
61,Arnolfini Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Eyck%20-%20Arnolfini%20Portrait.jpg,Jan van Eyck,1434,oak panel,National Gallery,"Room 28, National Gallery",Unknown,82.2,60.0,Early Netherlandish painting
62,Portrait of Luis Buñuel,http://commons.wikimedia.org/wiki/Special:FilePath/Madrid%20%2849191190833%29.jpg,Salvador Dalí,1924,canvas,Museo Nacional Centro de Arte Reina Sofía,Museo Nacional Centro de Arte Reina Sofía,Unknown,70.0,60.0,Classicism
63,Light and Colour (Goethe's Theory) – The Morning after the Deluge – Moses Writing the Book of Genesis,http://commons.wikimedia.org/wiki/Special:FilePath/Unmatinapresledeluge.jpg,J. M. W. Turner,1843,canvas,National Gallery,Tate,Unknown,78.7,78.7,abstract art
64,The Circumcision,http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%20-%20The%20Circumcision%20-%2030.295%20-%20Detroit%20Institute%20of%20Arts.jpg,Parmigianino,1523,oil paint,Detroit Institute of Arts,Detroit Institute of Arts,Unknown,42.0,31.4,High Renaissance
65,Two Men by the Sea,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20Zwei%20M%C3%A4nner%20am%20Meer.jpg,Caspar David Friedrich,1817,oil paint,Alte Nationalgalerie,Alte Nationalgalerie,Unknown,51.0,66.0,Romanticism
66,The Night Watch,http://commons.wikimedia.org/wiki/Special:FilePath/La%20ronda%20de%20noche%2C%20por%20Rembrandt%20van%20Rijn.jpg,Rembrandt,1642,oil paint,Amsterdam Museum,Nightwatch hall,Amsterdam,363.0,437.0,Dutch Golden Age painting
67,Las Meninas,http://commons.wikimedia.org/wiki/Special:FilePath/Las%20Meninas%2C%20by%20Diego%20Vel%C3%A1zquez%2C%20from%20Prado%20in%20Google%20Earth.jpg,Diego Velázquez,1656,oil paint,Museo del Prado,Royal Palace of Madrid,Unknown,318.0,276.0,Baroque
68,The Slave Ship,http://commons.wikimedia.org/wiki/Special:FilePath/Slave-ship.jpg,J. M. W. Turner,1840,oil paint,Museum of Fine Arts Boston,Museum of Fine Arts Boston,Unknown,90.8,122.6,Romanticism
69,"Pont Boieldieu in Rouen, Rainy Weather",http://commons.wikimedia.org/wiki/Special:FilePath/Pissarro%20-%20Pont%20Boieldieu%20in%20Rouen%2C%20Rainy%20Weather.jpg,Camille Pissarro,1896,oil paint,Art Gallery of Ontario,Art Gallery of Ontario,Unknown,73.6,91.4,Neo-impressionism
70,Alba Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/RaphaelAlba.jpg,Raphael,1511,oil paint,National Gallery of Art,National Gallery of Art,Unknown,98.0,98.0,High Renaissance
71,Saint Luke Drawing the Virgin,http://commons.wikimedia.org/wiki/Special:FilePath/Weyden%20madonna%201440.jpg,Rogier van der Weyden,1490,panel,Museum of Fine Arts Boston,Museum of Fine Arts Boston,Unknown,137.5,110.8,Early Netherlandish painting
72,Peace Concluded,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20John%20Everett%20Millais%20-%20Peace%20Concluded%20-%20Google%20Art%20Project.jpg,John Everett Millais,1856,oil paint,Minneapolis Institute of Art,Minneapolis Institute of Art,England,116.8,91.4,Pre-Raphaelite Brotherhood
73,Oedipus and the Sphinx,http://commons.wikimedia.org/wiki/Special:FilePath/Oedipus%20and%20the%20Sphinx%20MET%20DP-14201-023.jpg,Gustave Moreau,1864,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,206.0,105.0,academic art
74,The Raft of the Medusa,http://commons.wikimedia.org/wiki/Special:FilePath/JEAN%20LOUIS%20TH%C3%89ODORE%20G%C3%89RICAULT%20-%20La%20Balsa%20de%20la%20Medusa%20%28Museo%20del%20Louvre%2C%201818-19%29.jpg,Théodore Géricault,1819,oil paint,Department of Paintings of the Louvre,Room 700,Unknown,491.0,716.0,Romanticism
75,The Fighting Temeraire,http://commons.wikimedia.org/wiki/Special:FilePath/Turner%2C%20J.%20M.%20W.%20-%20The%20Fighting%20T%C3%A9m%C3%A9raire%20tugged%20to%20her%20last%20Berth%20to%20be%20broken.jpg,J. M. W. Turner,1834,oil paint,National Gallery,National Gallery,Unknown,90.7,121.6,Romanticism
76,The Battle of Alexander at Issus,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20Altdorfer%20-%20Schlacht%20bei%20Issus%20%28Alte%20Pinakothek%2C%20M%C3%BCnchen%29%20-%20Google%20Art%20Project.jpg,Albrecht Altdorfer,1529,lime panel,Bavarian State Painting Collections,"Alte Pinakothek, upper floor, gallery I",Unknown,158.4,120.3,Northern Renaissance
77,Ghent Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Lamgods%20open.jpg,Hubert van Eyck,1432,oak panel,Munich Central Collecting Point,St Bavo's Cathedral,Unknown,3.75,5.2,Early Netherlandish painting
78,Lamentation over the Dead Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Piet%C3%A0%20Botticelli%20%28Monaco%29.jpg,Sandro Botticelli,1490,plaster,Bavarian State Painting Collections,Alte Pinakothek,Unknown,140.0,207.0,Florentine School
79,Ghent Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Lamgods%20open.jpg,Jan van Eyck,1432,oil paint,St Bavo's Cathedral,St Bavo's Cathedral,Unknown,3.75,5.2,Early Netherlandish painting
80,Olympia,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20Olympia%20-%20Google%20Art%20Project%203.jpg,Édouard Manet,1863,oil paint,Musée d'Orsay,Musée d'Orsay,Marvejols,130.5,191.0,Realism
81,Jeremiah Lamenting the Destruction of Jerusalem,http://commons.wikimedia.org/wiki/Special:FilePath/Jeremia%20treurend%20over%20de%20verwoesting%20van%20Jeruzalem%20Rijksmuseum%20SK-A-3276.jpeg,Rembrandt,1630,panel,Rijksmuseum,Rijksmuseum,Unknown,58.0,46.0,Dutch Golden Age painting
82,The Daughters of Catulle Mendès,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Daughters%20of%20Catulle%20Mend%C3%A8s%20by%20Auguste%20Renoir.jpg,Pierre-Auguste Renoir,1888,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Paris,161.9,129.9,Impressionism
83,Madonna with the Blue Diadem,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Vierge%20au%20voile%2C%20by%20Raffaello%20Sanzio%2C%20from%20C2RMF%20retouched.jpg,Gianfrancesco Penni,1515,oil paint,Department of Paintings of the Louvre,Room 710,Unknown,68.0,48.7,High Renaissance
84,Portrait of Jakob Fugger the Rich,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20080.jpg,Albrecht Dürer,1520,oil paint,Bavarian State Painting Collections,Staatsgalerie Altdeutsche Meister,Augsburg,69.4,53.0,High Renaissance
85,The Love Letter,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20%27De%20liefdesbrief%27%20-%20Google%20Art%20Project.jpg,Johannes Vermeer,1668,oil paint,Rijksmuseum,Rijksmuseum,Unknown,44.0,38.5,Dutch Golden Age painting
86,Portrait of a Young Man,http://commons.wikimedia.org/wiki/Special:FilePath/YoungManBotticelli.jpg,Sandro Botticelli,1470,tempera,Galleria Palatina,Galleria Palatina,Unknown,51.0,33.7,Early Renaissance
87,Regatta at Sainte-Adresse,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%2C%201867%2C%20Regatta%20at%20Sainte-Adresse%2C%20Metropolitan%20Museum%20of%20Art.jpg,Claude Monet,1867,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,75.2,101.6,Impressionism
88,Spring,http://commons.wikimedia.org/wiki/Special:FilePath/Alma%20Tadema%20Spring.jpg,Lawrence Alma-Tadema,1894,oil paint,J. Paul Getty Museum,Getty Center,Unknown,178.4,80.3,academic art
89,Woman in Black,http://commons.wikimedia.org/wiki/Special:FilePath/Renoir%2C%20Pierre-Auguste%20-%20Woman%20in%20Black.jpg,Pierre-Auguste Renoir,1876,oil paint,Hermitage Museum,Winter Palace,Paris,65.5,55.5,Impressionism
90,Visitation,http://commons.wikimedia.org/wiki/Special:FilePath/Giotto%20di%20Bondone%20-%20No.%2016%20Scenes%20from%20the%20Life%20of%20the%20Virgin%20-%207.%20Visitation%20-%20WGA09192.jpg,Giotto,1306,fresco,Scrovegni Chapel,Scrovegni Chapel,Padua,150.0,140.0,Proto-Renaissance
91,Wheatfield with Crows,http://commons.wikimedia.org/wiki/Special:FilePath/Korenveld%20met%20kraaien%20-%20s0149V1962%20-%20Van%20Gogh%20Museum.jpg,Vincent van Gogh,1890,oil paint,Van Gogh Museum,Van Gogh Museum,Auvers-sur-Oise,50.2,103.0,Post-impressionism
92,The Rape of the Daughters of Leucippus,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20The%20Rape%20of%20the%20Daughters%20of%20Leucippus.jpg,Peter Paul Rubens,1618,oil paint,Bavarian State Painting Collections,Alte Pinakothek,Unknown,224.0,210.5,Baroque
93,Portrait of Antoine-Laurent Lavoisier and his wife,http://commons.wikimedia.org/wiki/Special:FilePath/David%20-%20Portrait%20of%20Monsieur%20Lavoisier%20and%20His%20Wife.jpg,Jacques-Louis David,1788,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,259.7,194.6,Neoclassicism
94,Madonna Bardi,http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20-%20Madonna%20with%20Saints%20-%20Google%20Art%20Project.jpg,Sandro Botticelli,1500,tempera,Gemäldegalerie Berlin,"paintings of the Italian Renaissance, hall XVIII",Italy,185.0,180.0,Early Renaissance
95,Girl with a Red Hat,http://commons.wikimedia.org/wiki/Special:FilePath/Vermeer%20-%20Girl%20with%20a%20Red%20Hat.JPG,Johannes Vermeer,1669,panel,National Gallery of Art,National Gallery of Art,Unknown,22.8,18.0,Dutch Golden Age painting
96,Saint Jerome penitent,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Saint%20Jerome%20-%20Montserrat.jpg,Caravaggio,1600,oil paint,Museum of Montserrat,Museum of Montserrat,Unknown,137.0,100.0,Baroque
97,Dante's Dream,http://commons.wikimedia.org/wiki/Special:FilePath/Dante%20Gabriel%20Rossetti%20-%20Dante%27s%20Dream%20at%20the%20Time%20of%20the%20Death%20of%20Beatrice%20%281871%29.jpg,Dante Gabriel Rossetti,1871,oil paint,Walker Art Gallery,Walker Art Gallery,Unknown,216.0,312.4,Pre-Raphaelite Brotherhood
98,The Death of Marat,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20Marat%20assassinated%20-%20Google%20Art%20Project%202.jpg,Jacques-Louis David,1793,oil paint,Royal Museums of Fine Arts of Belgium,Royal Museums of Fine Arts of Belgium,Unknown,165.0,128.0,Neoclassical painting
99,The Romans of the Decadence,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Couture%20-%20Romans%20during%20the%20Decadence%20-%20Google%20Art%20Project.jpg,Thomas Couture,1847,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,472.0,772.0,academic art
100,The Resurrection,http://commons.wikimedia.org/wiki/Special:FilePath/Resurreccion%20Prado.jpg,El Greco,1597,oil paint,Museo de la Trinidad,Museo del Prado,Unknown,275.0,127.0,Mannerism
101,Nativity,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Campin%20003.jpg,Robert Campin,1420,panel,Musée des Beaux-Arts de Dijon,Musée des Beaux-Arts de Dijon,Unknown,86.0,72.0,Early Netherlandish painting
102,Young Girls in Black,http://commons.wikimedia.org/wiki/Special:FilePath/1Pierre-Auguste%20Renoir.jpg,Pierre-Auguste Renoir,1880,oil paint,Pushkin Museum of Fine Arts,Pushkin Museum of Fine Arts,Unknown,81.3,65.2,Impressionism
103,The Last Supper,http://commons.wikimedia.org/wiki/Special:FilePath/Dieric%20Bouts%20-%20Altaarstuk%20van%20het%20Heilig%20Sacrament.jpg,Dieric Bouts,1466,panel,M – Museum Leuven,"St. Peter's Church, Leuven",Unknown,183.0,152.5,Early Netherlandish painting
104,Lady Writing a Letter with her Maid,http://commons.wikimedia.org/wiki/Special:FilePath/Woman%20writing%20a%20letter%2C%20with%20her%20maid%2C%20by%20Johannes%20Vermeer.jpg,Johannes Vermeer,1670,oil paint,National Gallery of Ireland,National Gallery of Ireland,Unknown,71.1,58.4,Dutch Golden Age painting
105,Supper at Emmaus,http://commons.wikimedia.org/wiki/Special:FilePath/Supper%20at%20Emmaus-Caravaggio%20%281601%29.jpg,Caravaggio,1601,oil paint,National Gallery,National Gallery,Unknown,196.2,141.0,Baroque
106,The Triumph of Death,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Triumph%20of%20Death%20by%20Pieter%20Bruegel%20the%20Elder.jpg,Pieter Brueghel the Elder,1560,panel,Museo del Prado,Museo del Prado,Unknown,117.0,162.0,Dutch and Flemish Renaissance painting
107,Young man in Mayo costume,http://commons.wikimedia.org/wiki/Special:FilePath/Jeune%20Homme%20en%20costume%20de%20majo%20%281863%29%20-%20Edouard%20Manet%20%28MET%2C%20New%20York%29.jpg,Édouard Manet,1863,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,188.0,124.8,academic art
